"id","MS2 name","MS2 score","MS1 name","MS1 ppm","type","mzmed","rtmed","QC01_pos.QC01","QC010_pos.QC010","QC02_pos.QC02","QC03_pos.QC03","QC04_pos.QC04","QC05_pos.QC05","QC06_pos.QC06","QC07_pos.QC07","QC08_pos.QC08","QC09_pos.QC09","A01_pos.A01","A02_pos.A02","A03_pos.A03","A04_pos.A04","A05_pos.A05","A06_pos.A06","A07_pos.A07","A08_pos.A08","A09_pos.A09","A10_pos.A10","A13_pos.A13","A14_pos.A14","A15_pos.A15","A16_pos.A16","A17_pos.A17","A18_pos.A18","B01_pos.B01","B02_pos.B02","B03_pos.B03","B04_pos.B04","B05_pos.B05","B06_pos.B06","B07_pos.B07","B08_pos.B08","B09_pos.B09","B10_pos.B10","B13_pos.B13","B14_pos.B14","B15_pos.B15","B16_pos.B16","B17_pos.B17","B18_pos.B18","C01_pos.C01","C02_pos.C02","C03_pos.C03","C04_pos.C04","C05_pos.C05","C06_pos.C06","C07_pos.C07","C08_pos.C08","C09_pos.C09","C10_pos.C10","C11_pos.C11","C12_pos.C12","C13_pos.C13","C14_pos.C14","C15_pos.C15","C16_pos.C16","C17_pos.C17","C18_pos.C18","D01_pos.D01","D02_pos.D02","D03_pos.D03","D04_pos.D04","D05_pos.D05","D06_pos.D06","D07_pos.D07","D08_pos.D08","D09_pos.D09","D10_pos.D10","D11_pos.D11","D12_pos.D12","D13_pos.D13","D14_pos.D14","D15_pos.D15","D16_pos.D16","D17_pos.D17","D18_pos.D18"
9573,"Arg-Arg",0.7934,NA,NA,"MS2 reverse",313.2143183,292.16,15522.91538,15527.3106,10648.06154,13227.52,13986.52167,12875.31,11558.1096,15857.22222,18356.99599,13180.45041,10084.2455,12705.35077,9617.913118,18042.24532,14468.54615,11893.57929,10026.90236,11708.99761,4555.546667,11296.83631,11053.83018,13320.49927,7272.120167,12751.13988,6929.256923,13308.5652,16051.48783,20450.09237,11215.23735,15807.36,16315.19636,8727.235,7689.747214,13387.06385,11992.91225,6182.075796,13248.87623,10355.79549,5869.175931,13856.75105,8195.2244,10722.04269,11440.69528,11168.30917,10561.83627,18507.46286,19741.76062,9768.148,10961.86263,14193.388,10824.91341,5562.48,18565.422,9918.695857,8816.210714,10540.34353,10760.93165,17740.61046,11468.27275,18667.81657,12769.90767,12139.52553,11265.52188,13055.097,13012.67614,7709.659538,13962.95492,10429.30667,19765.599,6061.855126,15180.94231,6283.52,14181.49286,9130.911438,7110.660136,10274.0132,13371.67142,9466.225
9591,"2'-Deoxyadenosine 5'-monophosphate (dAMP)",0.9906,NA,NA,"MS2 reverse",314.0690293,424.9595,6717.097628,3987.507,5346.920719,6555.742756,3888.855923,3071.530333,5512.397,3696.2465,3985.272667,4104.670389,5372.996292,3975.299833,5453.553,3961.536892,3265.992833,3528.021333,2498.022933,3440.649571,4538.248379,2865.227312,5182.748041,2709.516667,4070.540644,3634.222222,1791.756867,3347.109333,3303.72,4542.940462,4495.321932,6834.755788,3059.575929,4888.375231,2794.9985,5683.860775,3146.569231,4969.687963,4333.6555,4740.94591,2145.066529,3375.5974,5613.489899,6786.735,5600.702389,6256.727356,2767.751111,5443.394,3259.0074,3913.790941,5440.514686,3684.708,3080.428235,2927.415176,7428.363493,6985.517551,4688.5332,6624.702156,2541.099278,5447.190618,5220.372964,4966.450125,6080.969378,5581.302499,5484.829434,5047.751371,3204.6825,4409.443176,3597.333333,2575.484824,3155.151278,4126.318211,3008.2182,4028.883265,3749.233833,8585.767117,2376.362667,2267.983333,4465.142194,5631.237748
9594,NA,NA,"Avenanthramide 1f;Avenanthramide E;Melicopine;4,5-Dimethoxy-methyl-1,3-dioxolo(4,5-c)acridin-6(11H)-one","-7.71970113069408;-7.71970113069408;-7.64751912363413","MS1 mz matched",314.0926056,212.613,81567.76583,64685.66174,59918.13759,56860.23248,58436.97908,76941.823,54903.01281,68309.68641,73582.589,58365.20711,33183.73281,24691.233,42654.73185,28643.37759,39201.48244,24949.15859,50048.52848,44358.62377,14212.65676,21891.35743,64758.37917,71917.97723,35813.90752,34060.12339,30541.92767,66050.35837,47084.39353,91371.12326,43445.40633,73390.12481,49985.49594,31174.73945,50173.31353,80763.77888,43132.362,32417.12624,50240.77926,63925.64082,19601.76232,36878.66571,33616.81295,27218.28571,26321.883,52161.56325,41432.2155,62000.08439,77116.68741,51728.41386,53110.03983,19126.66,33249.53385,54386.78278,133059.6371,73597.70162,60951.76367,29545.201,54150.289,61146.97552,28645.73391,74864.588,37175.08558,48758.46914,56790.68335,29579.35259,32201.8175,34805.92925,56941.08005,40301.89463,58479.75332,43303.00423,89322.58983,45175.374,38669.92267,35089.69653,37486.35533,35168.904,46369.6454,31332.07688
9596,"(S)-2-Hydroxyglutarate",0.746,NA,NA,"MS2 reverse",314.1131135,269.357,3395.8548,5155.869283,4050.303636,4499.364471,5470.072731,3663.588,4173.166917,5338.476631,4010.771429,3001.816667,2201.99704,3098.72843,1755.887927,2207.467873,2362.221652,2988.65059,1884.975866,2028.479542,1782.719116,3101.523992,1989.312757,1597.843295,2095.968793,1671.740621,3530.127365,4202.5603,3988.815033,7005.51727,4821.264243,5152.890867,10946.04869,5698.544429,6318.664286,5762.54925,5979.101425,1683.396,6796.136373,6139.351667,5425.544,9197.302387,11046.39231,4118.613333,9334.006385,21289.3312,16036.40786,20321.1662,16368.77667,14891.61714,16378.58846,18980.94494,8389.255615,11218.91538,10791.35417,19417.31288,13225.82175,9915.249385,25664.11932,17515.28562,12502.31154,22131.64866,2895.985252,3821.021285,2165.611382,2424.398183,3644.66275,2603.698288,3116.114563,2432.283574,2964.559453,2221.846325,3594.29177,1666.120739,2771.295207,2939.883611,1535.504974,2079.7127,3017.388021,2089.861051
9602,NA,NA,"Alitame;Ambelline;(3alpha,11S)-1,2-Didehydro-3,7-dimethoxycrin-11-ol;Pretazettine;Tazettine;Sekisanin;2-O-Acetylpseudolycorine","-22.880415266601;21.1389675728389;21.1389675728389;21.1389675728389;21.1389675728389","MS1 mz matched",314.1505106,28.714,67306.84867,58022.91,52958.44791,50917.125,50451.12579,56794.05333,63153.9,61132.22254,61887.00333,58237.80667,83467.57545,36345.61778,114065.76,109343.0643,43161.39692,21892.06308,88669.92,49310.905,42263.29727,114549.6633,176286.493,69824.78917,46961.5875,173962.2556,116158.1667,67398.4865,98768.2958,42551.4435,24965.40434,73528.50607,19955.26049,23577.55783,33734.8,22131.3021,32060.53254,23983.30544,40463.06152,40132.35769,56395.665,35135.1,40431.78,53317.80186,22142.63857,29488.42603,9680.653548,5770.426971,8608.566518,7047.444934,156387.9519,4796.972547,20294.34508,11289.31745,7986.827379,17161.15997,7685.259476,10730.5934,5955.680629,4866.614332,6789.087566,12466.116,315942.539,39721.0575,81495.76642,129010.065,15532.65554,50218.35,131904.9998,29813.703,63343.10675,20798.48419,51857.96769,29368.66467,99383.18499,45643.16436,97961.90158,80938.31708,165919.7492,40077.02125
9620,NA,NA,"Trifluridine;10-Deoxymethynolide","-6.41458690578441;-2.70088872752542","MS1 mz matched",314.2350741,179.207,9419988.489,7842761.317,8857604.428,8299731.541,8247018.803,8978219.887,7536724.899,8072972.083,7829072.774,7724553.21,6079547.775,8924526.946,7023808.896,7740524.13,13573145.9,4900497.662,6975190.8,6523912.606,2723205.141,2703794.232,6174645.698,4507582.152,4242537.514,3970548.32,4676334.743,6546093.605,9334694.815,7896398.628,5170778.881,7058865.381,8860365.244,10175086.87,4773000.009,10862045.08,4189721.331,2056146.402,5568524.611,3672838.654,3245099.584,3481867.074,3491081.105,5468130.373,11466312.94,12944380.49,9348372.176,9533615.272,12062644.76,6291665.017,11107678.01,6881606.651,6213206.403,4149367.494,10402380.81,4660194.192,6219101.969,6526914.335,5209563.613,4050183.686,11321370.7,10476368.92,14475805.18,4778038.078,8286686.75,4233624.752,11088159.31,8454966.526,9757623.985,8979779.659,12321557.85,3884857.298,6560987.4,2929097.758,9772537.541,4652400.787,8763272.634,4244362.328,8102656.896,5924869.032
9622,NA,NA,NA,NA,"Unmapped",314.7895263,319.559,431566.102,463847.6624,462964.3084,558511.3271,553641.1421,348469.1845,516975.684,462260.8133,402604.777,520452.7253,525061.3192,348719.2217,308953.3923,304948.2183,519681.9302,425077.6263,410770.8925,476415.3666,298958.1699,369967.7831,455338.7973,411951.459,538089.5884,508524.8888,343457.914,492481.5597,407860.7692,316755.461,274686.2425,237683.6225,268874.6691,394735.7822,415148.2756,445611.9123,405197.761,388242.4398,266119.1239,441989.7826,232766.9826,396319.4472,648261.4111,692131.2546,393480.5979,342750.2801,197741.7787,249572.5651,302226.782,327429.1844,308727.3987,302070.3698,144667.2227,261651.1294,311888.1501,406883.4668,523530.9242,411588.3883,287411.9039,302497.1854,416938.0305,412650.2036,571442.3893,333291.8163,602731.7367,337576.2757,470365.5919,378905.4769,329164.749,443008.3704,514545.9316,575078.6276,561826.217,465298.1088,759311.2288,516748.1074,575299.4072,503328.5031,686562.4195,611599.0486
9624,NA,NA,NA,NA,"Unmapped",314.9036763,347.268,38651.98976,26990.7654,25497.39307,21077.04133,23957.745,39799.35763,22908.42353,31276.67241,35805.62447,22759.07093,18336,35061.522,35683.77889,34977.7092,25073.048,40790.96412,25447.50088,20681.255,10563.58436,11883.21045,22976.016,28483.83888,20362.05412,18396.30357,29515.58427,28567.12856,27431.86679,32102.01565,36294.84435,21075.06125,15574.80346,23658.69771,26048.60997,18183.45567,20127.98613,19538.32294,25970.8415,20497.72267,21345.97,21066.82471,16082.13533,20821.8868,19141.17983,15895.5786,25913.67187,22895.325,27213.25309,24182.5896,18379.6135,17177.4018,20192.37921,25306.358,41352.12205,20203.044,13115.5515,13294.73647,11837.48333,12979.91907,14844.0556,22863.68118,33589.244,31712.034,19936.73936,32043.34737,20162.42438,34199.60682,33443.77556,21839.96456,42438.3481,18897.97703,35161.85558,19229.20329,26759.32276,21272.5575,22364.86535,27002.77176,22950.27628,24391.6302
9639,"EDTA",0.9646,NA,NA,"MS2 reverse",315.0830131,177.416,9612.345937,7266.170631,9848.759908,7100.050227,6434.942866,7049.420667,3774.225,5263.267692,7226.52125,5652.522,7229.943588,7745.161977,4897.5,5956.704432,7484.240438,9868.843117,3113.5,6484.124539,7256.303548,6955.774849,2737.9,8959.563329,4330.043895,5639.014516,6745.149734,8190.836202,8188.07505,7410.005219,6544.590346,6464.114119,5094.802537,5534.034,12363.23412,6539.518112,9689.005371,6854.950845,6707.192769,7023.335098,4959.952825,2928.722818,6984.439409,4308.82,5607.641067,6474.112263,5828.57785,7401.839195,6991.51215,7047.966925,6726.187941,4341.567688,9533.632488,7578.406219,11005.14059,6347.220408,6994.979553,7779.241412,5034.699468,5782.199661,6194.942535,8793.303636,14069.12096,6738.356336,13123.32298,9469.001965,5057.251015,5929.972151,9414.494197,6665.869826,5611.403571,6744.95945,9896.370722,4515.36024,11798.79856,7011.886009,5984.176074,7109.151526,10263.83323,10664.00757
9659,NA,NA,"norsertraline;","-23.9559484329324;","MS1 mz matched",315.1931981,308.326,24117.28407,8837.632222,24684.11638,21835.30265,24405.97924,15579.10938,21050.45391,25238.20166,15320.55769,14880.78006,15976.66532,14763.79706,19276.09212,16812.5614,5507.53,10927.6109,12136.00733,3546.23725,10563.43282,13917.588,11819.49861,9227.2838,19861.83794,11059.60557,6238.730273,10054.93913,15051.66819,17885.42479,12604.82667,29434.43544,7075.65,28659.72518,17938.04116,25060.82635,6608.213636,15558.23459,9720.1682,22098.50941,13135.83769,19256.6325,29624.53325,35600.05232,30303.14813,67423.20089,39172.9375,50261.19989,7575.359286,20819.94006,55716.72031,15509.35747,14750.44114,30474.80488,26701.84782,22512.66944,28727.98907,28414.91341,41111.72967,30343.19522,45042.59399,39221.45181,15446.15397,12539.0555,15386.85381,11843.67257,10923.26404,3882.121625,12228.88422,9717.332324,9171.239133,13742.44301,6562.916154,9934.502968,13538.71738,15468.61229,16291.59316,8800.5466,5091.595889,15693.07104
9666,"Tetrahydrocorticosterone",0.6887,NA,NA,"MS2 reverse",315.2327434,309.416,8859.236267,5376.012,4243.2075,4826.621625,4989.4,6588.96,4602,5265,5976.083909,5468.682222,5276.473364,8279.738182,6289.857929,10753.28,10785.66773,5485.06,5556.378462,3656.443636,1745.357143,3761.882727,7833.80275,3023.626667,15984.15466,6151.538,2758.643571,3319.0855,8090.28,12493.58436,5187.842333,10543.00641,8324.052545,4149.644444,3246.72575,4088.7404,2506.568571,1101.055,7722.333077,3062.850667,12435.00698,7756.696888,3146.361286,2672.8191,4294.438909,5898.975714,8265.562866,7202.733077,11679.93643,4619.541818,5256.496667,5336.28,2816.984692,2513.565,7059.4225,2270.848625,5120.142222,2763.3375,2698.825714,6429.211765,3589.473636,3702.162857,9204.327273,5765.000769,3990.58,7925.561111,7265.0242,4741.105167,6415.528,4681.435714,4252.432556,9960.905594,8211.373333,2218.765714,9965.180038,9257.72081,2550.725,6061.796357,4644.1641,11300.33548
9688,"Ketorolac",0.9916,NA,NA,"MS2 reverse",316.1164171,385.954,35244.60946,33705.01953,33543.47902,36961.38517,40638.94958,35704.87632,36090.63889,36528.84889,41930.51917,37020.74261,38623.49733,32623.475,31936.09484,33352.897,29553.66794,41094.07211,35232.59789,35207.10223,31624.51481,27583.21467,26531.83158,26455.15444,23865.70175,33825.84351,19096.36384,28448.14432,34449.07733,45445.64304,28249.30778,38169.78166,31523.7685,37939.10753,30412.83691,41527.54876,32200.49842,25149.2087,35826.96884,28700.95562,21755.63783,32608.2245,28710.6634,36965.82329,57216.57213,45303.31911,33585.45206,52472.09769,35638.147,32021.53111,42264.10537,36062,29104.20833,21457.64444,32326.52122,36413.49778,41624.15191,36407.11532,27777.78578,29540.506,58834.16432,32686.84263,39871.2,26639.56142,33881.48659,35425.44037,36695.6149,32348.81638,35752.42883,31154.41105,26170.01306,24238.39229,27513.06556,23102.83886,36883.23578,41947.47957,32401.57431,22355.6385,31334.385,26628.07337
9696,NA,NA,"Clenbuterol;Pyrimidine 5'-deoxynucleotide","21.6458025182317;18.0381036904239","MS1 mz matched",316.1548902,46.38,43464.13913,54350.77004,44562.90424,43022.59738,50923.13111,49396.79353,60599.97643,53755.13601,53759.16631,52405.16034,24093.3875,40961.18115,35939.83706,40024.91807,33882.57843,30285.31427,52555.55682,27863.22718,15144.56368,5054.81712,18584.6625,29982.26838,45975.0456,17848.45583,26139.72409,41296.4198,88604.06103,88381.2155,68294.44625,95158.48681,81453.11542,92748.61565,90749.25925,89147.50795,69143.35457,45214.09988,77192.80378,61651.3884,61264.51254,107441.266,64813.2576,130468.1523,116288.657,98059.14748,112175.9285,139178.249,131038.9375,128486.606,124156.4885,98000.70071,81444.34738,93592.15927,105717.2478,104310.8177,124954.0425,90525.03788,99666.881,77267.24444,95725.61011,174325.5358,39465.66457,20580.75393,24708.33521,32623.587,23622.5,31527.6437,35915.12093,20478.1065,33065.88064,26179.51009,45106.65776,22238.98376,39746.36089,21331.52783,46779.50271,34447.27918,10463.83685,30205.55305
9698,NA,NA,"(E)-Piperolein A;Mitiglinide;Belladine","-18.9860861018882;-18.9860861018882;-18.8474393003751","MS1 mz matched",316.1774596,361.472,1956884.613,2135076.512,2077978.192,2169996.163,2056448.457,1817469.108,2076391.621,2335563.46,2051337.612,2046022.212,2524991.95,2361078.71,1229254.86,2330211.261,1690392.647,1743996.653,1929001.395,3323784.8,1456010.777,1317383.368,1310576.227,1106492.542,1378623.912,1771504.361,1279334.632,1540605.517,2514557.06,2124034.088,924544.992,2449461.332,1843560.334,1895847.287,1813505.081,4074978.435,2592506.293,1684308.949,1766479.817,1522774.889,1986942.503,2435064.594,2351823.945,2188122.435,1981254.6,1327755.609,1162455.91,1940634.255,1663362.405,1686951.934,1473902.28,2565839.886,2261047.135,1358768.47,2081625.66,1840247.653,1348163.153,1822120.384,1520483.087,2348859.173,1653288.323,1857166.894,2656757.488,1718116.731,1104800.884,1589556.385,2111902.946,1376120.998,1652266.41,2174082.221,2903611.903,2168994.64,1963812.551,1148092.611,1592699.258,1258518.613,1941221.799,2155933.132,2403600.173,1203667.23
9699,NA,NA,"Alizapride;","11.0261295126978;","MS1 mz matched",316.1770664,247.5935,66475.72596,69768.30066,72507.49931,54100.18989,59418.90846,49239.34714,48867.4886,62239.53273,45973.14918,46437.874,50636.60788,42043.355,62647.56124,57324.58125,52645.42914,36835.77048,48045.11294,48467.10385,22313.33643,44490.98046,61746.94867,23557.51459,47200.73628,33366.882,41437.7815,49995.41153,48805.33725,70636.39618,33117.98269,3646.72,31709.42957,97925.48785,49526.74023,71498.11076,28990.91936,26643.33803,38464.68813,34914.4208,29321.15876,39904.24913,36377.64406,67660.80913,77761.5554,84000.24296,34148.16067,44567.67938,37273.13353,25643.133,65363.33919,30467.80941,21271.28833,20479.17176,32210.60944,47146.89861,43072.23133,40590.916,45647.08524,30025.34338,76434.42934,59482.74511,93499.10471,38404.63635,59590.82572,52106.0748,39954.94254,46836.15138,66233.0016,58047.55473,37532.78917,50598.16001,24711.96832,39847.78707,63474.71,28041.68217,57533.43512,32408.369,58534.69265,62845.93743
9707,NA,NA,"Bremazocine","-18.1210063582278","MS1 mz matched",316.2140879,217.842,541413.7035,513198.5667,528766.9901,545871.0438,532137.9536,506644.8818,525215.68,522331.9575,491089.8763,730105.0778,340183.7943,479364.0291,620414.0712,419715.819,404981.2758,427954.1824,430330.2044,300812.1141,112179.4214,267851.3963,422546.0621,331522.5732,310745.2902,342730.8955,306917.2103,435214.5179,567616.587,489210.1314,313722.3708,632977.9837,346105.9916,765423.3075,389846.1762,402282.0611,261547.1565,197556.7009,462780.4825,400952.268,209767.4379,325901.2364,404791.4878,647660.4702,547103.0853,478581.0031,438786.6236,762777.6382,421019.2875,528522.8494,633588.6816,247271.1455,264412.7855,269287.7876,526294.9015,484025.217,547274.1777,532761.3498,361458.2676,312967.4951,543155.9823,723774.3433,643156.1839,275140.5427,638322.376,427824.4978,325552.4891,586361.2956,516230.1709,364079.2405,425436.7588,381787.9256,292466.8963,395618.6469,596130.4708,309795.9313,471027.5938,319256.1767,541500.999,491189.8434
9716,"Decanoyl-L-carnitine",0.9487,NA,NA,"MS2 forward",316.2502009,173.993,1064055.292,785109.7177,988804.4953,779334.0509,831147.2151,931662.51,715333.8054,791370.7387,833226.5517,856327.1053,440069.3932,577370.97,687234.905,1098147.203,714014.4327,1461903.89,1721561.788,587369.0967,173531.9333,523145.0432,712404.853,704960.7568,513338.1267,622114.0799,440787.7471,718027.6752,864439.2805,830311.3455,543554.8643,1427687.932,1338564.728,1393808.219,1318733.593,649130.4307,337767.8769,261038.9301,1098063.813,439697.8907,293464.3296,795139.0773,397862.9803,839337.9934,1094807.773,699704.0952,792413.7656,2444037.583,1208809.5,1018031.169,2841169.289,378458.3086,346633.886,399342.9663,1195284.585,3009617.853,757188.3353,668592.8508,313100.8081,647005.8864,766061.749,1276754.7,1086903.33,395763.928,945244.3877,713450.4146,924137.3452,992602.6201,1790543.382,1554274.697,859844.3946,476852.6507,798925.5964,1270975.524,1121295.465,417947.9477,546041.8821,620599.938,628299.0964,583426.8047
9720,NA,NA,NA,NA,"Unmapped",316.7759023,319.233,155156.6801,162919.4598,162632.5359,190957.3142,193830.907,120449.9221,180500.1285,158289.4135,144336.665,183871.7922,188582.0381,122802.3565,108695.58,108944.8691,179390.2904,151635.4175,140277.889,163945.6152,99730.75867,125194.9285,156755.2844,146922.279,181700.5935,176071.3402,120182.1562,174331.9953,141594.5523,109898.493,95369.79389,82818.27264,93098.72871,132684.2675,138558.4324,151446.1496,143998.9809,137740.6781,92984.24378,151059.8834,83550.29671,136514.982,221890.3765,239633.725,137084.142,114349.9723,69305.90386,88062.32957,107423.2636,110326.9733,107177.329,104615.8386,54416.00285,88471.42091,111820.4192,138739.0301,184833.3455,138490.0698,102122.728,103855.4087,146405.4353,147719.9275,202713.9975,117842.4685,201428.7586,118406.431,162741.5108,132457.8865,112704.588,152161.4032,183416.3705,194830.938,200670.7906,155374.5262,258481.59,174985.443,195932.4719,179706.9248,243107.5619,215953.2275
9722,NA,NA,"Thiram;Tetramethylthioperoxydicarbonic diamide","-1.25006094051235","MS1 mz matched",316.9110052,347.119,645079.2119,541958.0534,552332.136,557554.858,536450.6545,555658.1643,580173.464,602502.5323,651920.1328,540753.8608,411920.7431,556978.2821,587120.2389,569143.0233,443253.2895,741673.9961,585676.0197,449885.9491,246147.6381,214899.87,376187.4473,464884.3267,467810.5263,374545.3617,456595.0571,517573.6365,466193.4336,505281.0768,598560.1484,503627.1212,229870.853,664613.894,790679.8451,394617.6262,391061.0663,404782.8216,364512.9302,474431.3722,416232.2742,419219.8254,329956.0409,545156.493,411110.0018,298747.6192,362536.77,478746.8406,422888.6862,412765.5076,491167.7735,305141.7002,313620.96,400312.7126,610748.9749,456295.3723,325417.5142,256421.3265,256275.4944,193580.0089,331893.7822,424252.2265,781625.2622,456261.1685,504275.7506,823592.2639,371136.6567,504761.5497,710559.5854,413974.9707,714901.3893,463157.4981,597888.2529,357611.3327,536232.3038,448783.1923,574550.9578,650253.7845,490297.2977,677026.1709
9733,NA,NA,"Distichonic acid B;Distichonic acid A;N-Glycosyl-L-asparagine","-7.87334333609013;-7.87334333609013;-7.82030170720956","MS1 mz matched",317.0866728,128.659,94258.74522,76988.26611,85355.51839,85028.05504,83237.41391,86626.90426,76209.76057,90608.644,86686.11778,86843.27546,21966.11486,22387.00626,17063.38718,21828.01232,30986.61904,19449.41348,19509.84062,17780,9629.712867,20340.17397,13801.10221,19543.52214,10663.07857,15541.3755,20467.61305,24717.24826,112932.1274,166981.5153,87270.72556,122902.3867,84426.31718,146718.9833,79834.14268,81693.17073,72053.332,68038.13014,76842.07041,82602.81845,54390.07582,87730.50146,130783.3243,97571.07013,215363.8506,222333.369,164152.6793,242470.4543,179572.9794,235469.5458,161276.7484,113586.0808,136455.3195,160629.7385,170782.4389,185317.8031,153387.651,137970.8065,88567.25775,155996.503,144391.5663,166535.6526,890.664,17092.24892,15533.16235,21072.29273,17722.8857,23931.61973,18414.02885,13958.19429,22364.25478,19721.0962,23727.98851,10103.4055,17889.31832,18804.90611,20884.89339,20670.59914,24059.59454,14651.32
9741,NA,NA,"Ethyl (S)-3-hydroxybutyrate glucoside;(2-Butylbenzofuran-3-yl)(4-hydroxyphenyl)ketone;2-Butyl-3-(4-hydroxybenzoyl)benzofuran","-4.9899455214865;14.9595954924547","MS1 mz matched",317.122527,108.3485,171112.5188,153806.4103,162479.4781,159054.461,166529.2682,195636.4891,160248.6967,163547.0366,163864.4292,156416.0083,124800.1609,186924.0524,243675.6375,66445.1831,61093.102,202648.4314,15045.96916,123370.4721,81923.78065,71765.9241,39432.43263,96235.19432,249348.1069,176331.6044,146650.6293,90667.86167,173294.1142,112789.1452,16681.56113,193954.9673,139561.3734,172483.4998,24672.62534,5536.663875,21561.10367,53218.86142,76899.76595,40866.21088,168539.8323,67068.61038,129843.5235,339228.1073,16091.86618,12862.1024,14842.55716,15149.24234,14990.03245,15596.24991,20018.52884,13209.94875,14813.013,21202.29926,18475.80782,15712.01098,15075.93485,15283.62769,17933.19145,14920.94711,15390.17522,16267.64234,611338.1167,119042.9964,344950.5609,106326.9623,1834.221857,608709.2028,54439.08123,156678.4088,143399.5191,28465.3869,55771.31735,134897.3551,73954.68388,105751.921,279838.9038,227624.5116,144505.631,459254.3546
9780,NA,NA,"(2E)-Piperamide-C5:1;(E,E)-Piperlonguminine;alpha-Erythroidine;beta-Erythroidine;Lucrine;Norgalanthamine;N-Demethylgalanthamine;(-)-8-Demethylmaritidine;Normaritidine;Sanguinine;4'-O-Methylnorbelladine","16.499076861905;16.499076861905;16.4752788441211;16.4752788441211;16.4752788441211;16.4752788441211;16.4752788441211;16.4752788441211;16.4752788441211","MS1 mz matched",318.1054976,24.675,22007.10694,20631.84778,20486.288,21942.75,25401.174,26267.64571,21769.19902,23264.018,26807.92619,22741.52294,9458.292624,2655.786667,2250.724273,3225.692091,5807.395149,10731.54788,3243.828824,3574.426667,7375.977412,5935.555688,18489.05356,4220.958405,5919.045191,5107.030579,10383.36182,6359.08345,19420.60083,7755.316278,7243.969764,9585.855481,34094.42,31460.29145,3266.924,27878.67353,24087.168,62787.75808,61369.97922,18453.28283,23279.53788,23301.58107,31493.25267,1947.728,10452.70186,8227.69625,9173.5436,10475.12101,22388.1624,17647.608,2460.222222,2288.909,16411.38257,84076.2605,13977.04239,24048.13095,10469.74011,28259.68925,39093.6225,17514.15585,46389.56318,11869.16703,7034.849,4169.853103,4375.363147,5928.971499,4334.897002,22098.42643,6415.951972,4122.858,7242.477,8442.0325,8654.568125,1851.827,21030.1665,4978.952393,13250.13081,5742.286208,11127.45602,1500.6492
9781,"Doxepin",0.764,NA,NA,"MS2 reverse",318.1196871,264.8905,11119.70977,11105.28,15098.78953,12754.87062,13145.03733,9811.753714,12494.95,11733.12,7876.166667,13627.49469,6442.975,4193.246667,2399.538095,5220.970833,501.796,3122.871908,18638.37992,12325.37689,4424.181803,4183.538269,5017.9215,8245,3492.812174,4581.751,3845.224887,4920.636902,11121.033,13391.665,4000.804571,17145.76632,6669.193846,15161.13846,22833.31855,22549.68167,5050.528462,2751.390312,3355.2,7593.070427,3444.945007,4204.27124,5857.106769,18941.52857,33438.07698,32121.30661,6825.15468,54771.59157,34824.075,14937.65,18438.85401,33007.65313,4646.372093,3991.858373,6755.90893,17198.46344,25192.13356,11198.51131,5128.505859,5899.474559,29133.79615,19286.294,7359.392727,3756.873856,6645.833252,6239.441667,4395.028361,5547.148444,7820.444077,13258.29932,3780.9446,3138.873288,4878.893438,5843.321711,8860.870806,8876.122757,2288.571429,3888.919502,4054.908,1809.036667
9791,"Ile-Trp",0.7833,NA,NA,"MS2 reverse",318.1796561,27.138,18030.544,12232.79709,13619.67637,15111.26424,14506.34383,16987.28308,22226.53524,18687.58247,18548.93135,16207.13312,5823.766022,4567.885925,9161.350082,5706.009965,6523.7568,3126.796697,129903.3531,5517.872877,30365.98393,42552.9995,2733.045438,7875.503736,7468.815923,14749.1365,9947.600932,8983.906333,6979.579203,8340.645406,16541.136,5584.00723,6986.963842,3692.769331,86840.05187,3418.38794,48003.53549,4592.701143,4083.73737,2913.21758,3871.041047,5165.490327,2733.467343,11342.91,11781.744,6086.085583,13102.29447,2984.673,4523.538351,5184.551876,16627.32791,3327.397503,9750.29,11654.60682,5293.402925,4595.642483,4860.460731,3587.83752,2798.53103,2454.071842,2969.016842,17335.91889,11485.73318,20935.4625,3156.968,4753.593382,1790.79725,2795.839692,253466.5945,9926.12,38462.36808,9558.179647,18042.91756,3188.504429,2514.4556,4003.148284,98327.08608,3715.739627,4447.443886,12607.192
9800,NA,NA,"Butenafine;Butefine","-14.553566071255;-14.7115011173193","MS1 mz matched",318.2097333,206.5255,284577.3305,242237.3627,264813.7732,208974.4881,216329.3943,247529.9238,197136.2274,216993.8003,243763.7869,190991.4979,204320.8519,97303.49625,200381.9805,328542.7464,192767.2143,164145.51,131674.62,183251.4907,42901.43989,112697.4559,152578.6453,158230.5331,108971.3889,158873.8157,158851.5276,214544.931,385414.785,140255.954,144528.9624,350306.8053,124770.9393,262017.685,137335.9438,248133.0192,118783.2581,89244.95344,155796.1396,222678.7283,92380.32619,206641.0396,174947.1062,268054.6244,243171.3148,77485.53857,183860.9739,202087.3901,169336.3791,211515.3614,4359.65,119280.7408,117430.6335,109843.23,499981.3594,250297.1827,121426.66,310573.0913,83115.04947,127245.9939,172309.4147,245368.7684,425538.9425,74357.98833,6798.181667,238604.1976,132265.3549,225828.246,170583.7274,149533.2714,401214.2052,153754.4412,297235.2708,126769.6789,232282.972,161155.3492,222544.2275,147037.1431,191447.4884,172447.7898
